title,text,subject,date
Chorus of sexual harassment allegations spreads among U.S. statehouses,"(Reuters) - Minnesota Governor Mark Dayton on Thursday urged a state lawmaker accused of sexual harassment to step down, the latest fallout from a growing chorus of harassment allegations gripping U.S. statehouses. Minnesota state Senator Dan Schoen faced growing pressure to resign Thursday after local media reported allegations he made unwanted sexual advances toward women. Schoen could not be reached Thursday, but denied inappropriate contact in a statement to local media. “Women are far too familiar with harassment and it must stop,” Minnesota state Representative Erin Maye Quade said in a statement Thursday. “As a candidate, I experienced it with Sen. Schoen, as a legislator, I’ve experienced it by multiple members of the majority and reported it.” Since allegations of harassment and assault surfaced against movie producer Harvey Weinstein, a revived “MeToo” social media campaign has galvanized women to speak out about instances of sexual harassment by lawmakers at a number of state capitols. Weinstein has denied the claims first reported by the New York Times and the New Yorker magazine. California’s Senate last month hired a law firm to investigate after female legislators, staff and lobbyists in a letter called out a culture of harassment. In Kentucky, Republican House Speaker Jeff Hoover stepped down on Sunday from his leadership post after reports he had settled a sex harassment claim with a woman on his staff. Hoover’s office did not respond to request for comment but he has told the Courier-Journal he engaged in consensual banter.     “Most women I’ve talked to feel like they’ve had some experience of sexual harassment,” Illinois Democratic State Senator Heather Steans said on Wednesday, the day that state legislature began sexual harassment training in the wake of an October open letter similar to California’s calling out pervasive harassment.  “Every industry has its own version of the casting couch. Illinois politics is no exception,” the Illinois letter said. Steans on Thursday announced the formation of a new women’s caucus to focus on harassment and other women’s issues.   “There’s a lot of anger coming forward, that this just has to stop, she said. While sexual harassment allegations in state politics are not new, the concerted public pushback by women could lead to more efforts to strengthen statehouse harassment protections, said Jean Sinzdak, associate director of the Center for American Women and Politics at Rutgers University. About 37 state legislatures in 2016 had formal policies for legislative employees on sexual harassment, according to the National Conference of State Legislatures. But experts said they varied in effectiveness and enforcement. ",politicsNews,"November 9, 2017 "
Lebanon's Middle East Airlines lifts electronics ban on London flights,"BEIRUT (Reuters) - Lebanon s national carrier Middle East Airlines (MEA) on Friday lifted restrictions on carry-on electronic devices on planes traveling from Beirut to London, the airline said.  Britain implemented curbs on electronic items in the cabin in March on direct flights from Turkey, Lebanon, Jordan, Egypt, Tunisia and Saudi Arabia in response to unspecified security threats.  Passengers had to check devices larger than a mobile phone such as laptops into the plane s hold.      These devices can as of Friday be carried in the cabin on direct MEA flights from Beirut to London,  provided specific random additional security measures are implemented at the London flight segregated gate,  MEA said in a statement. Britain s Ambassador to Lebanon Hugo Shorter confirmed the ban had been lifted for MEA flights to London with immediate effect on his Twitter page on Friday.   British Airways, which operate the only other direct route from Beirut to London, has not lifted the restrictions, the airline told Reuters on Friday.  ",worldnews,"November 17, 2017 "
"U.S. strikes on Taliban opium labs won't work, say Afghan farmers","LASHKAR GAH, Afghanistan/KABUL (Reuters) - As U.S. and Afghan forces pound Taliban drug factories this week, farmers in the country s largest opium producing-province and narcotics experts say the strategy just repeats previous failed efforts to stamp out the trade. U.S. Army General John Nicholson, who heads NATO-led forces in Afghanistan, announced on Monday a new strategy of attacking opium factories, saying he wanted to hit the Taliban  where it hurts, in their narcotics financing . Critics say the policy risks further civilian casualties and turning large swathes of the population dependent on poppy cultivation against the Afghan government.  The Taliban will not be affected by this as much as ordinary people,  said Mohammad Nabi, a poppy farmer in Nad Ali district in the southern province of Helmand, the heartland of opium production.  Farmers are not growing poppies for fun. If factories are closed and businesses are gone, then how will they provide food for their families?  Opium production in Afghanistan reached record highs this year, up 87 percent, according to the United Nations. The U.N. Office on Drugs and Crime (UNODC) said last week that output of opium from poppy seeds in Afghanistan, the world s main source of heroin, stood at around 9,000 metric tons in 2017, worth an estimated $1.4 billion on leaving the farms. In Helmand, cultivation area increased 79 percent. Publicizing the new strategy, which he said was open-ended, Nicholson showed one video of an F-22 fighter jet dropping 250-pound bombs on two buildings, emphasizing that a nearby third building was left unscathed. U.S. troops have long been accused of causing unnecessary collateral damage and civilian deaths. The United States says it takes every precaution to avoid civilian casualties. The four-star general emphasized that farmers were not the targets.  They are largely compelled to grow the poppy and this is kind of a tragic part of the story,  said Nicholson.  WHACK-A-MOLE  Experts, however, question whether the new strategy will have an impact on Taliban financing.  All these things have been tried before and not produced effective results. If they had, we wouldn t be where we are now,  said Orzala Nemat, director of the Kabul-based Afghanistan Research and Evaluation Unit, which has been researching the country s drug trade for a decade and a half.     Another analyst said it was simply a futile game of  whack-a-mole.  Those familiar with the drug industry in Afghanistan said it would only take three or four days to replace a lab, which generally has a low sunk-cost. They also say it was not just the Taliban involved in Afghanistan s drug trade.  Drugs are elemental to the political economy of Afghanistan, to those who rule and to those who oppose that rule,  said one analyst, asking not to be named. Prior to being ousted by U.S.-led forces in 2001, the Taliban virtually eliminated the trade, saying it was forbidden by Islam. The United States and its Western allies, the Afghan government and United Nations have made repeated efforts since to eradicate poppy cultivation, including encouraging farmers to cultivate alternatives such as saffron, spraying poppy fields with herbicide, and destroying labs. However, they have not made any serious headway in stemming the rise in drug production.     The issue underlines problems faced by the Afghan government and its allies, as they seek to cut off a major source of financing for the Taliban and stem the flow of drugs to Europe. The Taliban said that U.S. forces were mistaken in their targeting and were hitting civilians.  There are no drug producing factories in these areas. Invading Americans are carrying out these attacks based on false information and to make propaganda, which most of its victims are civilians,  said Taliban spokesman Qari Yousuf Ahmadi on Wednesday. Although World Bank projections show Afghanistan s economy picking up modestly, the improvement is more than offset by population growth, leaving many in rural areas saying they have no alternative to growing poppies.  The government must provide jobs so people can feed their families and survive,  said poppy farmer Haji Daoud in Sangin, Helmand.  It should provide security and infrastructure.   ",worldnews,"November 23, 2017 "
"Philippines seeks big cut in drug rehab budget, stoking lawmakers' concern","MANILA (Reuters) - The Philippines plans a cut of 75 percent in spending next year on drug rehabilitation facilities, while at the same time seeking a massive hike in funding for a war on drugs that has killed thousands, fuelling concerns among lawmakers.  The government has rejected criticism that it lacked the commitment to rehabilitate drug users, saying it has attracted financing and is building treatment facilities, but had underestimated the scale of addiction.   More than 3,800 people, most of them drugs suspects, have died in police operations in the drug war unleashed by President Rodrigo Duterte in July last year. Police deny they were executing suspects, saying those killed had violently resisted arrest. Senator Ralph Recto, who has questioned the government s anti-drugs budget, said he would scrutinize its proposal to cut expenditure on drug rehabilitation centers by 2.3 billion pesos ($45.23 million), compared to this year. The government has asked Congress for an increase of more than 40 times in next year s police budget for anti-drugs operations next year.  I will discuss these issues when the budget is formally presented,  Recto told Reuters in a text message. The lack of rehabilitation centers would cripple the  declared government policy  to wean substance abusers off drugs, Recto said in a statement over the weekend.     In August, Health Secretary Paulyn Ubial said eight drug rehabilitation centers would be built across the Philippines, funded by private firms, including conglomerate San Miguel Corp and property firm Megaworld. Last year, Manila opened what it called a  mega  drug rehabilitation facility to treat up to 10,000 patients and funded by a Chinese tycoon.  The Department of Health submitted a budget of 759.6 million pesos for state-managed rehabilitation facilities under the government s proposed 2018 spending plan, significantly less than this year s budget of 3.08 billion pesos. Methamphetamine use for a year or more would shrink the brain of a person, Duterte said in a speech in August last year, adding,  Therefore he is no longer viable for rehabilitation.  He estimated there are already more than 3 million Philippine drug users in a country of more than 100 million people.  The government s 13 drug abuse treatment and rehab facilities treated 14,733 out-patients in 2016, up more than three times from the previous year, and close to 30,000 in- patients, up four percent over 2015, the health department says.   Duterte has said the drugs war will continue and would be  unremitting as it will be unrelenting . ",worldnews,"September 11, 2017 "
"Trump to keep 50 critical federal employees, including at Pentagon, State","WASHINGTON (Reuters) - President-elect Donald Trump has asked 50 government employees in critical posts to stay on in his administration, including Deputy Defense Secretary Robert Work and Brett McGurk, the U.S. envoy for countering Islamic State, a spokesman said on Thursday. Drug Enforcement Administration Administrator Chuck Rosenberg, National Counterterrorism Center Director Nick Rasmussen, Under Secretary of State for Political Affairs Tom Shannon and Adam Szubin, acting under secretary for terrorism and financial intelligence for the Treasury Department are also among them, Trump spokesman Sean Spicer said at a news briefing. ",politicsNews,"January 19, 2017 "
Turkey suspends all non-immigrant visa services at all diplomatic facilities in U.S.,"ANKARA (Reuters) - Turkish embassy in Washington said on Sunday it suspended all non-immigrant visa services at all Turkish diplomatic facilities in the United States, after U.S. missions reduced visa services in Turkey. “Recent events have forced the Turkish government to reassess the commitment of government of the United States to the security of Turkish mission facilities and personnel,” the statement by the embassy in Washington said. The decision came hours after the U.S. mission to Turkey reduced visa services after one of its employees was detained last week, saying it needed to “reassess” Turkey’s commitment to the security of its personnel. ",politicsNews,"October 8, 2017 "
Senators close to proposal on Zika funds: Republican committee chairman,"WASHINGTON (Reuters) - A bipartisan group of senators will soon offer a proposal for more funding to fight a Zika outbreak spreading rapidly through the Americas, Senate Appropriations Committee Chairman Thad Cochran said on Thursday. Democrats and Obama administration officials have urged the Republican-controlled Congress to grant nearly $1.9 billion in emergency funds to combat Zika, a virus borne by mosquitoes that can cause microcephaly, a rare birth defect. But many Republicans have said they need more information from the administration before approving the measure.  In a temporary fix, the White House said earlier this month it would reprogram $589 million of allocated funds, but said this would be insufficient to deal with the threat. Cochran, speaking at an appropriations committee meeting, did not say how much funding would be in the proposal. The Republican said it would supplement the White House reallocation. “We recognize that there is an urgency associated with the threat,” Cochran said. “This proposal will provide new resources ... It is my expectation that this proposal will be offered to an appropriations measure on the Senate floor in the near future.” Senator Barbara Mikulski, the senior Democrat on the panel, said lawmakers must act before July 1. “We are in a race against the clock, we are in a race with the mosquitoes and right now I would say that the mosquitoes are winning.” Zika was first detected in Brazil last year and linked to a spike in the birth defect microcephaly, a condition defined by unusually small heads that can hamper development, as well as the rare autoimmune disorder Guillain-Barre syndrome in adults. U.S. health officials say local outbreaks are possible in the continental United States once the weather warms, particularly in southern states such as Florida. But mosquitoes that carry the virus could spread further north. Cochran said it had been difficult to obtain the information necessary to thoroughly evaluate the Obama administration’s Zika funding request, a complaint also raised by Republicans in the House of Representatives.  Several senators, including Democrat Patty Murray and Republican Roy Blunt, are working on the proposal, Cochran said. Blunt told the panel that he and Murray were largely in agreement and he looked forward to working on the matter over the next few days. “I believe we are closing in on a number that is the right number,” he said, without elaborating. ",politicsNews,"April 21, 2016 "
"In Brexit poker, clock narrows transition options","BRUSSELS (Reuters) - Nerves are fraying in the Brexit talks, negotiators are trying to work out if the other side is bluffing about walking away, and a ticking clock is fast narrowing British options come March 2019. Philip Hammond, Britain s finance minister, echoed recent EU assertions when he said that a transition period to some new relationship was a  wasting asset , the value of which would  diminish significantly  for both sides if its form remains unclear to businesses much after the start of the new year. As negotiators in Brussels make little progress before Prime Minister Theresa May meets EU leaders next week, a warning about a breakdown in talks from a minister seen strongly to favor a business-friendly  bespoke  transition out of the EU came a day after the EU summit chair spoke of a similar new year deadline. Donald Tusk said on Tuesday that if London fails to settle divorce terms by December, and so unlock talks on the transition and future trade pact, then the EU would reconsider its objectives. That reflects mounting doubts across Europe that any legal exit deal can be struck. The longer the stand-off goes on, EU negotiators said, the more Britain s choice come March 30, 2019, will be between the  hard Brexit  by which it will simply quit all EU systems and be treated like, say, Australia, and a virtual status quo, staying in most EU systems, without voting rights, rather like Norway.  The closer we get, the less there is to discuss about a transition and the more it just goes to a standstill transition, with Britain still in everything, but without a vote,  one said.  Pretty soon,  said another,  It will be Norway or nothing.  While all such commentary reflects the sides  jockeying for negotiating advantage, the evidence this week is that they remain far apart and are getting tetchy. May and the EU traded jabs over whose court  the ball  is in after the prime minister made concessions in a speech at Florence on Sept. 22. Behind closed doors, British negotiators voiced outraged surprise that her offer was seen as insufficient to launch talks on the future relationship.  It s hard to say it was genuine,  one EU official said of the show of emotion.  It s a form of pressure.  Brexit Secretary David Davis and EU negotiator Michel Barnier are due to give a news conference around noon (1000 GMT) on Thursday to give an update on the week s progress. Businesses are sounding the alarm. A German industry federation warned members to start preparing for a  very hard Brexit . A senior representative of London s financial services industry told a Brussels audience this week that a legal transition agreement must be reached by the end of this year.  Most importantly, it must reflect the status quo,  said Catherine McGuinness of the City of London Corporation.  There is no feasibility in asking firms to transition to a transition. If uncertainty continues, businesses will vote with their feet.  Hammond ruled out budgeting   yet   for more customs and border facilities, and few on the continent believe threats of a walkout they say would hurt Britain more than them. So leaders will watch May s struggle to unite her government and sit tight. One senior EU diplomat said British counterparts were in such a weak position that  sometimes I feel sorry them . For many in Brussels, that makes a virtual status quo after Brexit the increasingly likely outcome:  In March 2019, Britain will formally leave,  said another EU official.   But de facto most of the existing arrangements will remain ... They will have their celebration of  independence  and then we will sit down to talking business again.  May insists a two-year transition period is enough to agree a new free trade pact, but many question that.  John Bruton, the former prime minister of Ireland, has recommended an alternative to either no deal at all or a virtual status quo transition   just keeping Britain fully in the EU for four years beyond 2019. Arguing that the two-year deadline set by Article 50 of the EU treaty raises the risk of talks collapsing, and that agreeing first a transition and then another accord is complex, Bruton said this week that Britain and the EU should agree to a six-year negotiating period, with Britain only leaving in 2023. Neither wants any extension. But Bruton warned:  The present tight time frame ... increases the likelihood of miscalculation and of the UK leaving the EU with no deal at all.  ",worldnews,"October 11, 2017 "
U.S.-backed forces in Syria holding foreign Islamic State leaders,"BEIRUT (Reuters) - U.S.-backed militias in Syria have detained senior foreign Islamic State leaders in months of fighting for Raqqa, but it is not yet clear if they will be repatriated after facing trial, a spokesman said on Thursday.  We have foreign emirs ... from all around the world,  Talal Silo of the SDF told Reuters.  They were captured in special operations, and some of them turned themselves in to our forces.  The Syrian Democratic Forces (SDF), an alliance of Kurdish and Arab militias, declared victory this week in Raqqa, raising flags over the last Islamic State positions in the city.  The fall of Raqqa marked a potent symbol of the jihadist movement s collapsing fortunes. Islamic State militants used the city as a planning and operations center for its warfare in the Middle East and its string of attacks overseas. The United States has said Raqqa served as a hub for attacks abroad. In November 2015, after militants killed more than 130 people in Paris, France said it launched air strikes on Islamic State targets inside Raqqa. Silo declined to say how many high-ranking, foreign Islamic State prisoners were in detention, but said SDF intelligence was interrogating them.   There are prisons dedicated just for Daesh,  he added, using the Arabic acronym for Islamic State.  We don t put them with the regular prisoners.    They are being investigated, and will be presented to the courts. We have an independent judicial system that will try them, all of them,  he said.  After the trials, it remained unclear if the SDF would hand over the fighters to their countries or whether the foreign states would accept to take them back, he said.   It depends on the situation between us and the (foreign) states,  Silo said.  There may be an agreement ... there may be consent to handing them over, and there may not be.  With air strikes and special forces from the U.S.-led coalition, the Kurdish-led SDF had been fighting since June inside Raqqa, after months of battles to encircle the city. Raqqa was the first major city Islamic State seized in early 2014, before its series of rapid victories in Iraq and Syria brought millions of people under the rule of its self-declared caliphate, which passed laws and issued passports and money. ",worldnews,"October 19, 2017 "
Turkish teachers linked to Erdogan foe detained in Afghanistan,"KABUL (Reuters) - One Afghan and three Turkish teachers linked to an organization regarded with suspicion by the Turkish government were detained by Afghan intelligence officials on Tuesday, the organization s head said. The move against Afghan Turk CAG Educational NGO (ATCE), the body that runs the schools, appeared to be part of a Turkish campaign against followers of Fethullah Gulen, a U.S.-based cleric it accuses of being behind a coup attempt in July 2016 aimed at ousting President Tayyip Erdogan. ATCE, which says it is an independent organization, runs schools in several cities including the capital, Kabul, Mazar-i-Sharif, Kandahar and Herat and has been in Afghanistan since 1995.  Around 7 a.m., four of our teachers traveling in two different cars were picked up by (Afghan intelligence),  said Human Erdogan, the chairman of ATCE. Other intelligence officials later went to the group s girls  school nearby looking for another teacher, he said. He said the men presented themselves as members of the National Directorate of of Security (NDS), Afghanistan s intelligence agency. Neither the NDS nor the Afghan government immediately responded to requests for comment. Afghan President Ashraf Ghani was on his way to Istanbul onTuesday to attend the Organization of Islamic Cooperation (OIC)Summit. In March, Afghanistan ordered the schools to be transferred to a foundation approved by Ankara. Last year, shortly before a visit to Islamabad by the Turkish president, Pakistan ordered Turkish teachers at schools run by a body called PakTurk International Schools and Colleges to leave the country. Gulen, a former ally of Erdogan who now lives in self-imposed exile in the United States, promotes a moderate form of Islam, supporting inter-faith communication and Western-style education and inspiring schools in different parts of the world. He has denied any involvement in the 2016 failed coup attempt. (This version of the story fixes garbled wording in headline; text unchanged) ",worldnews,"December 12, 2017 "
